age,income,educ,yrseduc,sector,marital,occup,ctry,origin,employed,fulltime,numemp,weight,ratio,rate,union,id,othersat,othcust,othsize,othunion,gendnum,gendchar,sat,custtype,size,year,hourly,numkids
50,1201,12,12,,6,,1,8,0,,,96546,0.96546,0,,251,4,"Retail","Large",,1,"Male",7,"Wholesale","Large",1996,0.6005,0
56,6200,12,12,1,6,4,1,8,1,,10,206754,2.06754,0,,252,5,"Wholesale","Large",,1,"Male",5,"Retail","Large",1996,3.1,2
36,10889,14,14,3,5,8,1,8,1,2,42,240174,2.40174,0,,253,3,"Wholesale","Small",,2,"Female",4,"Wholesale","Small",1986,5.4445,1
41,23388,13,13,1,5,9,1,8,1,2,1000,87897,0.87897,1.5e-7,,256,5,"Wholesale","Small",,2,"Female",2,"Retail","Small",1985,11.694,0
43,32258,13,13,4,1,7,1,8,1,2,42,87549,0.87549,1.5e-7,,260,3,"Wholesale","Small",,1,"Male",6,"Retail","Small",1985,16.129,3
40,17258,13,13,3,1,5,1,8,1,2,1000,87897,0.87897,0,,261,3,"Wholesale","Small",,2,"Female",5,"Wholesale","Small",1985,8.629,1
30,35200,13,13,1,7,1,1,8,1,2,16,84752,0.84752,2.8e-7,,262,1,"Retail","Small",,2,"Female",3,"Wholesale","Small",1985,17.6,0
47,31652,16,16,3,7,1,1,8,1,2,1000,105263,1.05263,1.5e-7,,263,4,"Wholesale","Small",,2,"Female",1,"Retail","Small",1988,15.826,0
79,10257,12,12,,4,,1,8,0,,,105417,1.05417,0,,265,3,"Retail","Large",,2,"Female",1,"Retail","Large",1996,5.1285,3
27,17200,15,14,1,1,1,1,8,1,2,42,115263,1.15263,1.5e-7,,266,5,"Wholesale","Small",,2,"Female",3,"Wholesale","Small",1986,8.6,2
29,23050,16,16,4,1,2,1,8,1,2,42,114134,1.14134,0,,267,5,"Retail","Small",,1,"Male",7,"Wholesale","Small",1988,11.525,0
51,51350,13,13,1,1,3,1,8,1,2,300,110465,1.10465,2.8e-7,,268,6,"Wholesale","Large",,1,"Male",4,"Retail","Large",1985,25.675,1
47,23690,14,14,1,1,5,1,8,1,2,42,105263,1.05263,0,,269,1,"Retail","Small",,2,"Female",1,"Retail","Small",1986,11.845,2
44,47229,17,18,1,1,2,1,8,1,2,300,85254,0.85254,2.8e-7,,270,5,"Retail","Small",,1,"Male",5,"Retail","Small",1990,23.6145,3
47,26499,17,18,4,1,2,1,8,1,2,300,87614,0.87614,0,,271,1,"Wholesale","Small",,2,"Female",2,"Retail","Small",1990,13.2495,2
32,18480,12,12,1,1,10,1,8,1,2,300,108520,1.0852,0,,274,4,"Wholesale","Small",,1,"Male",4,"Retail","Small",1996,9.24,0
31,75,12,12,1,1,9,1,8,1,,1000,101790,1.0179,0,,275,4,"Wholesale","Small",,2,"Female",3,"Wholesale","Small",1996,0.0375,0
31,32000,12,12,3,1,7,1,8,1,2,1000,130115,1.30115,1.5e-7,,278,6,"Retail","Small",,1,"Male",4,"Retail","Small",1996,16,2
27,1200,10,11,,1,,1,8,0,,10,118447,1.18447,0,,279,1,"Retail","Small",,2,"Female",5,"Retail","Small",1995,0.6,2
56,72925,12,12,1,1,1,1,8,1,2,42,103377,1.03377,2.8e-7,,283,7,"Wholesale","Large",,1,"Male",5,"Retail","Large",1996,36.4625,1
46,32925,12,12,2,1,5,1,8,1,2,1000,110041,1.10041,0,,284,2,"Retail","Small",,2,"Female",5,"Retail","Small",1996,16.4625,0
29,39026,15,14,1,1,8,1,8,1,2,1000,113995,1.13995,1.5e-7,,285,7,"Retail","Small",,1,"Male",5,"Wholesale","Small",1986,19.513,2
72,8896,12,12,,1,,1,8,0,,,117617,1.17617,0,,287,6,"Retail","Large",,1,"Male",6,"Wholesale","Large",1996,4.448,3
67,4621,14,14,,1,,1,8,0,,,109796,1.09796,0,,288,1,"Retail","Large",,2,"Female",2,"Retail","Large",1986,2.3105,1
33,45025,12,12,1,1,13,1,8,1,2,750,130115,1.30115,1.5e-7,,289,3,"Wholesale","Small",,1,"Male",7,"Wholesale","Small",1996,22.5125,2
33,2580,12,12,1,1,4,1,8,1,2,1000,116681,1.16681,0,,290,4,"Retail","Small",,2,"Female",5,"Wholesale","Small",1996,1.29,1
39,17920,9,10,,1,,1,8,0,,10,88192,0.88192,1.5e-7,,293,7,"Wholesale","Small",,1,"Male",3,"Wholesale","Small",1994,8.96,0
35,4242,13,13,,1,,1,8,0,,,89444,0.89444,0,,294,3,"Retail","Small",,2,"Female",1,"Retail","Small",1985,2.121,3
36,8359,12,12,1,1,9,1,8,1,,10,88192,0.88192,0,,297,7,"Retail","Small",,1,"Male",4,"Wholesale","Small",1996,4.1795,2
28,5559,12,12,1,1,10,1,8,1,2,10,79839,0.79839,0,,298,5,"Retail","Small",,2,"Female",5,"Retail","Small",1996,2.7795,3
39,12316,12,12,1,1,8,1,8,1,2,42,88192,0.88192,1.5e-7,,304,5,"Wholesale","Small",,1,"Male",4,"Retail","Small",1996,6.158,1
36,14000,12,12,1,1,10,1,8,1,5,1000,89444,0.89444,0,,305,4,"Retail","Small",,2,"Female",4,"Retail","Small",1996,7,3
31,0,16,16,1,3,4,1,8,1,2,10,82922,0.82922,0,,306,2,"Wholesale","Small",,2,"Female",4,"Wholesale","Small",1988,0,1
45,55050,17,18,4,1,1,1,8,1,2,300,87189,0.87189,2.8e-7,,307,3,"Retail","Small",,1,"Male",5,"Wholesale","Small",1990,27.525,2
43,20050,17,18,4,1,1,1,8,1,2,300,89692,0.89692,0,,308,3,"Retail","Small",,2,"Female",2,"Retail","Small",1990,10.025,0
66,34550,16,16,1,1,2,1,8,1,2,1000,86167,0.86167,1.5e-7,,312,5,"Wholesale","Large",,1,"Male",4,"Retail","Large",1988,17.275,2
61,4050,12,12,1,1,4,1,8,1,4,,86624,0.86624,0,,313,3,"Retail","Large",,2,"Female",1,"Retail","Large",1996,2.025,0
70,20622,12,12,1,4,5,1,8,1,2,1000,82814,0.82814,1.5e-7,,314,2,"Wholesale","Large",,2,"Female",1,"Retail","Large",1996,10.311,3
47,13162,13,13,1,1,4,1,8,1,2,16,109950,1.0995,2.8e-7,,315,1,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1985,6.581,2
51,80121,17,18,1,1,1,1,8,1,2,16,111576,1.11576,0,,316,5,"Retail","Large",,1,"Male",7,"Retail","Large",1990,40.0605,0
42,53581,17,18,6,7,1,1,8,1,2,10,121620,1.2162,2.8e-7,,317,4,"Retail","Small",,2,"Female",3,"Wholesale","Small",1990,26.7905,3
55,21200,12,12,1,5,8,1,8,1,2,300,129179,1.29179,1.5e-7,,319,5,"Wholesale","Large",,2,"Female",3,"Wholesale","Large",1996,10.6,1
72,24054,14,14,,1,,1,8,0,,,110523,1.10523,1.5e-7,,320,4,"Retail","Large",,1,"Male",7,"Retail","Large",1986,12.027,2
68,11481,12,12,,1,,1,8,0,,,104628,1.04628,0,,321,5,"Wholesale","Large",,2,"Female",2,"Wholesale","Large",1996,5.7405,2
34,6167,12,12,1,7,10,1,8,1,3,42,117396,1.17396,0,,322,3,"Retail","Small",,1,"Male",5,"Retail","Small",1996,3.0835,2
72,8509,12,12,,1,,1,8,0,,,117521,1.17521,0,,323,6,"Retail","Large",,1,"Male",6,"Wholesale","Large",1996,4.2545,1
72,4199,14,14,,1,,1,8,0,,,107518,1.07518,0,,324,1,"Retail","Large",,2,"Female",4,"Wholesale","Large",1986,2.0995,0
49,7693,12,12,,7,,1,8,0,,,112009,1.12009,0,,325,3,"Retail","Small",,1,"Male",3,"Wholesale","Small",1996,3.8465,1
71,41393,16,16,5,1,1,1,8,1,2,10,109560,1.0956,2.8e-7,,326,7,"Retail","Large",,1,"Male",3,"Retail","Large",1988,20.6965,0
60,28373,17,18,,1,,1,8,0,,42,103165,1.03165,0,,327,2,"Retail","Large",,2,"Female",5,"Wholesale","Large",1990,14.1865,1
40,34010,12,12,1,1,11,1,8,1,2,10,128879,1.28879,1.5e-7,,328,,,"Small",,1,"Male",6,"Wholesale","Small",1996,17.005,1
38,10,16,16,,1,,1,8,0,,,118944,1.18944,0,,329,2,"Wholesale","Small",,2,"Female",4,"Retail","Small",1988,0.005,3
55,24100,13,13,1,5,5,1,8,1,2,300,101090,1.0109,1.5e-7,,333,2,"Retail","Large",,2,"Female",2,"Wholesale","Large",1985,12.05,0
51,14050,12,12,6,1,1,1,8,1,2,10,107710,1.0771,1.5e-7,,334,5,"Wholesale","Large",,1,"Male",5,"Wholesale","Large",1996,7.025,3
50,11450,12,12,1,1,10,1,8,1,2,16,105368,1.05368,0,1,335,3,"Retail","Large",,2,"Female",2,"Retail","Large",1996,5.725,0
53,31988,12,12,5,1,13,1,8,1,2,10,107710,1.0771,1.5e-7,,336,4,"Retail","Large",,1,"Male",5,"Wholesale","Large",1996,15.994,2
53,4988,16,16,5,1,5,1,8,0,,10,105368,1.05368,0,,337,5,"Retail","Large",,2,"Female",2,"Wholesale","Large",1988,2.494,0
50,59650,16,16,2,1,2,1,8,1,2,1000,107710,1.0771,2.8e-7,2,338,4,"Wholesale","Large",1,1,"Male",6,"Wholesale","Large",1988,29.825,3
50,6350,12,12,1,1,8,1,8,1,2,10,105368,1.05368,0,1,339,4,"Wholesale","Large",,2,"Female",1,"Retail","Large",1996,3.175,1
25,27790,13,13,6,7,9,1,8,1,2,10,111332,1.11332,1.5e-7,,340,3,"Wholesale","Small",,1,"Male",3,"Retail","Small",1985,13.895,1
65,55516,12,12,,5,,1,8,0,,,108338,1.08338,2.8e-7,,341,3,"Wholesale","Large",,1,"Male",5,"Wholesale","Large",1996,27.758,2
58,39257,16,16,1,5,4,1,8,1,2,300,102523,1.02523,2.8e-7,1,342,4,"Retail","Large",0,2,"Female",5,"Retail","Large",1988,19.6285,1
32,1587,12,12,,3,,1,8,0,,,80202,0.80202,0,,343,2,"Wholesale","Small",,2,"Female",4,"Wholesale","Small",1996,0.7935,1
57,27599,12,12,1,1,12,1,8,1,2,42,82472,0.82472,1.5e-7,,346,,,"Large",,1,"Male",6,"Retail","Large",1996,13.7995,1
56,6122,8,9,1,1,8,1,8,1,2,42,83423,0.83423,0,,347,1,"Retail","Large",,2,"Female",2,"Retail","Large",1993,3.061,0
33,28000,12,12,1,1,9,1,8,1,2,300,85620,0.8562,1.5e-7,,348,5,"Wholesale","Small",,1,"Male",7,"Retail","Small",1996,14,1
30,5512,9,10,,1,,1,8,0,,,84940,0.8494,0,,349,5,"Wholesale","Small",,2,"Female",2,"Wholesale","Small",1994,2.756,2
54,29887,13,13,,1,,1,8,0,,,89040,0.8904,0,,351,6,"Wholesale","Large",,1,"Male",6,"Retail","Large",1985,14.9435,0
55,547,12,12,,1,,1,8,0,,,84577,0.84577,0,,352,4,"Wholesale","Large",,2,"Female",5,"Wholesale","Large",1996,0.2735,2
32,11001,12,12,1,1,10,1,8,1,2,10,85620,0.8562,1.5e-7,,353,5,"Wholesale","Small",,1,"Male",4,"Retail","Small",1996,5.5005,3
31,10209,12,12,1,1,10,1,8,1,2,300,84940,0.8494,0,,354,1,"Retail","Small",,2,"Female",5,"Retail","Small",1996,5.1045,0
26,24010,16,16,1,7,2,1,8,1,2,300,104482,1.04482,1.5e-7,,355,4,"Retail","Small",,1,"Male",3,"Wholesale","Small",1988,12.005,2
38,42000,16,16,1,1,3,1,8,1,2,1000,89040,0.8904,1.5e-7,,356,5,"Wholesale","Small",,1,"Male",4,"Wholesale","Small",1988,21,1
37,0,12,12,,1,,1,8,0,,,90304,0.90304,0,,357,1,"Wholesale","Small",,2,"Female",4,"Wholesale","Small",1996,0,2
53,4130,16,16,6,1,1,1,8,1,2,10,82375,0.82375,1.5e-7,,360,4,"Wholesale","Large",,1,"Male",4,"Retail","Large",1988,2.065,1
48,15376,17,18,3,1,5,1,8,1,2,1000,88456,0.88456,0,,361,4,"Wholesale","Small",,2,"Female",4,"Retail","Small",1990,7.688,1
27,35575,16,16,1,7,2,1,8,1,2,1000,99744,0.99744,2.8e-7,,362,2,"Retail","Small",,2,"Female",1,"Retail","Small",1988,17.7875,2
34,30300,16,16,1,7,9,1,8,1,2,42,91036,0.91036,1.5e-7,,363,6,"Wholesale","Small",,1,"Male",5,"Wholesale","Small",1988,15.15,1
25,21025,16,16,1,1,5,1,8,1,2,1000,104482,1.04482,1.5e-7,,364,4,"Wholesale","Small",,1,"Male",7,"Wholesale","Small",1988,10.5125,2
25,21200,13,13,1,1,3,1,8,1,4,1000,88272,0.88272,0,,365,1,"Wholesale","Small",,2,"Female",5,"Wholesale","Small",1985,10.6,1
40,17970,13,13,1,1,9,1,8,1,2,1000,94186,0.94186,1.5e-7,,366,7,"Wholesale","Small",,1,"Male",6,"Wholesale","Small",1985,8.985,0
38,5011,17,18,1,1,5,1,8,1,2,16,90304,0.90304,0,,367,3,"Wholesale","Small",,2,"Female",5,"Wholesale","Small",1990,2.5055,0
74,16885,12,12,1,4,4,1,8,1,2,750,85266,0.85266,1.5e-7,,370,5,"Retail","Large",,2,"Female",3,"Wholesale","Large",1996,8.4425,1
28,5580,16,16,3,1,5,1,8,1,4,1000,99625,0.99625,1.5e-7,,371,7,"Wholesale","Small",,1,"Male",5,"Wholesale","Small",1988,2.79,1
27,25994,13,13,3,1,5,1,8,1,2,1000,80606,0.80606,0,,372,5,"Wholesale","Small",,2,"Female",2,"Wholesale","Small",1985,12.997,3
54,48000,17,18,3,1,1,1,8,1,2,1000,60459,0.60459,3.1e-7,1,376,7,"Wholesale","Large",0,1,"Male",6,"Wholesale","Large",1990,24,0
53,102420,16,16,,1,,1,8,0,,,57605,0.57605,0,,377,5,"Wholesale","Large",,2,"Female",3,"Wholesale","Large",1988,51.21,1
43,65808,16,16,5,1,1,1,8,1,2,16,90229,0.90229,2.8e-7,,379,5,"Wholesale","Small",,1,"Male",4,"Wholesale","Small",1988,32.904,2
43,5000,16,16,,1,,1,8,0,,,85022,0.85022,0,,380,3,"Retail","Small",,2,"Female",5,"Wholesale","Small",1988,2.5,0
69,8121,12,12,4,5,5,1,8,1,2,16,97550,0.9755,0,,383,2,"Wholesale","Large",,2,"Female",4,"Retail","Large",1996,4.0605,0
77,8893,12,12,,1,,1,8,0,,,88245,0.88245,0,,384,3,"Retail","Large",,1,"Male",5,"Retail","Large",1996,4.4465,1
78,3600,12,12,,1,,1,8,0,,,80763,0.80763,0,,385,3,"Retail","Large",,2,"Female",1,"Retail","Large",1996,1.8,2
70,26101,18,20,,1,,1,8,0,,,57251,0.57251,1.5e-7,,386,5,"Wholesale","Large",,1,"Male",5,"Retail","Large",1992,13.0505,3
65,14027,15,14,,1,,1,8,0,,,59682,0.59682,0,,387,1,"Retail","Large",,2,"Female",2,"Retail","Large",1986,7.0135,2
82,40468,16,16,1,1,1,1,8,0,,10,54527,0.54527,2.8e-7,,388,4,"Wholesale","Large",,1,"Male",5,"Retail","Large",1988,20.234,2
79,27862,16,16,,1,,1,8,0,,,54470,0.5447,0,,389,2,"Retail","Large",,2,"Female",2,"Retail","Large",1988,13.931,1
54,8400,19,20,6,1,4,,8,1,2,10,51784,0.51784,3.1e-7,,390,,,"Large",,1,"Male",4,"Retail","Large",1992,4.2,0
46,100302,18,20,1,1,2,,8,1,2,10,49834,0.49834,0,1,391,,,"Small",0,2,"Female",2,"Wholesale","Small",1992,50.151,3
25,17238,9,10,,7,,1,8,0,,10,126228,1.26228,1.5e-7,,393,4,"Retail","Small",,1,"Male",6,"Retail","Small",1994,8.619,1
44,16111,12,12,1,5,11,1,8,1,2,1000,104789,1.04789,1.5e-7,,395,,,"Small",,1,"Male",4,"Wholesale","Small",1996,8.0555,0
34,50050,14,14,6,1,9,1,8,1,3,10,87211,0.87211,2.8e-7,,398,3,"Retail","Small",,1,"Male",4,"Wholesale","Small",1986,25.025,2
28,10255,12,12,1,1,8,1,8,1,2,1000,95553,0.95553,0,,399,2,"Retail","Small",,2,"Female",1,"Retail","Small",1996,5.1275,3
35,29025,12,12,1,1,11,1,8,1,2,750,91071,0.91071,1.5e-7,,401,,,"Small",,1,"Male",7,"Wholesale","Small",1996,14.5125,3
32,1025,12,12,6,1,8,1,8,1,2,10,80202,0.80202,0,,402,4,"Retail","Small",,2,"Female",2,"Wholesale","Small",1996,0.5125,2
74,12412,7,8,,4,,1,8,0,,,78921,0.78921,0,,406,4,"Retail","Large",,2,"Female",1,"Retail","Large",1992,6.206,1
36,41354,12,12,1,1,11,1,8,1,2,750,106252,1.06252,1.5e-7,,407,,,"Small",,1,"Male",5,"Wholesale","Small",1996,20.677,1
38,19,8,9,,1,,1,8,0,,,98381,0.98381,0,,408,5,"Retail","Small",,2,"Female",1,"Retail","Small",1993,0.0095,2
60,42796,7,8,1,1,10,1,8,1,2,1000,91749,0.91749,2.8e-7,,411,3,"Wholesale","Large",,1,"Male",4,"Wholesale","Large",1992,21.398,2
48,13596,10,11,1,1,8,1,8,1,2,10,88464,0.88464,0,,412,3,"Retail","Small",,2,"Female",4,"Retail","Small",1995,6.798,0
35,45302,12,12,5,1,13,1,8,1,4,10,106252,1.06252,1.5e-7,,414,3,"Wholesale","Small",,1,"Male",6,"Retail","Small",1996,22.651,2
33,4300,12,12,6,1,8,1,8,1,3,10,97513,0.97513,0,,415,1,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1996,2.15,3
51,7693,7,8,,5,,1,8,0,,,92489,0.92489,0,,419,6,"Retail","Large",,1,"Male",7,"Wholesale","Large",1992,3.8465,3
66,16639,12,12,3,1,8,1,8,1,,1000,59328,0.59328,0,,420,3,"Wholesale","Large",,1,"Male",5,"Wholesale","Large",1996,8.3195,1
65,5208,12,12,,1,,1,8,0,,,57677,0.57677,0,,421,3,"Retail","Large",,2,"Female",2,"Wholesale","Large",1996,2.604,3
46,33300,15,14,1,5,2,1,8,1,2,42,61820,0.6182,2.8e-7,1,422,6,"Retail","Small",0,1,"Male",7,"Retail","Small",1986,16.65,2
38,18330,13,13,,1,,1,8,0,,42,0,0,1.5e-7,,423,3,"Wholesale","Small",,1,"Male",5,"Retail","Small",1985,9.165,0
46,22330,13,13,1,2,3,1,8,1,2,42,65627,0.65627,0,1,424,2,"Retail","Small",0,2,"Female",4,"Wholesale","Small",1985,11.165,3
68,22979,12,12,,4,,1,8,0,,,55525,0.55525,1.5e-7,,425,1,"Retail","Large",,2,"Female",1,"Retail","Large",1996,11.4895,3
66,9557,6,6,,1,,1,8,0,,,112198,1.12198,0,,426,4,"Retail","Large",,2,"Female",4,"Retail","Large",1990,4.7785,0
67,13635,7,8,,1,,1,8,0,,,109982,1.09982,0,,427,7,"Wholesale","Large",,1,"Male",3,"Wholesale","Large",1992,6.8175,1
57,12000,12,12,,1,,1,8,0,,,95237,0.95237,1.5e-7,,428,4,"Wholesale","Large",,1,"Male",5,"Retail","Large",1996,6,3
50,21000,12,12,3,1,8,1,8,1,4,1000,97461,0.97461,0,,429,2,"Wholesale","Large",,2,"Female",2,"Retail","Large",1996,10.5,2
27,26300,12,12,1,5,10,1,8,1,2,1000,105162,1.05162,1.5e-7,,430,1,"Retail","Small",,2,"Female",1,"Retail","Small",1996,13.15,2
34,27300,13,13,,5,,1,8,0,,1000,108520,1.0852,1.5e-7,,431,4,"Wholesale","Small",,1,"Male",3,"Retail","Small",1985,13.65,0
61,20279,12,12,,1,,1,8,0,,,105453,1.05453,1.5e-7,,432,5,"Retail","Large",,1,"Male",5,"Wholesale","Large",1996,10.1395,2
60,823,13,13,,1,,1,8,0,,10,104683,1.04683,0,,433,3,"Wholesale","Large",,2,"Female",4,"Retail","Large",1985,0.4115,1
43,3600,16,16,,7,,1,8,0,,,109141,1.09141,0,,434,5,"Retail","Small",,1,"Male",4,"Retail","Small",1988,1.8,2
37,9275,12,12,1,5,8,1,8,1,2,300,108191,1.08191,1.5e-7,,435,2,"Wholesale","Small",,2,"Female",5,"Wholesale","Small",1996,4.6375,1
70,15525,12,12,,5,,1,8,0,,,100638,1.00638,0,,436,2,"Retail","Large",,2,"Female",1,"Wholesale","Large",1996,7.7625,3
70,10015,8,9,,4,,1,8,0,,,100638,1.00638,0,,437,2,"Wholesale","Large",,2,"Female",4,"Wholesale","Large",1993,5.0075,3
42,10,12,12,6,7,4,1,8,1,2,,108231,1.08231,0,,438,3,"Retail","Small",,2,"Female",5,"Wholesale","Small",1996,0.005,0
78,18614,12,12,,1,,1,8,0,,,105882,1.05882,0,,439,5,"Retail","Large",,1,"Male",3,"Wholesale","Large",1996,9.307,1
77,5785,14,14,,1,,1,8,0,,,111394,1.11394,0,,440,5,"Wholesale","Large",,2,"Female",3,"Retail","Large",1986,2.8925,3
38,12100,12,12,4,5,5,1,8,1,2,300,117659,1.17659,1.5e-7,,441,5,"Retail","Small",,2,"Female",5,"Retail","Small",1996,6.05,1
35,32475,12,12,2,3,5,1,8,1,2,1000,117659,1.17659,1.5e-7,,443,2,"Retail","Small",,2,"Female",4,"Retail","Small",1996,16.2375,3
40,12340,7,8,6,5,9,1,8,1,5,42,66388,0.66388,0,,450,3,"Wholesale","Small",,1,"Male",5,"Wholesale","Small",1992,6.17,3
25,1,13,13,6,7,13,1,8,1,2,10,71508,0.71508,0,,455,1,"Wholesale","Small",,2,"Female",4,"Wholesale","Small",1985,0.0005,3
33,2255,12,12,1,6,8,1,8,1,2,10,113999,1.13999,0,1,456,2,"Retail","Small",,2,"Female",4,"Wholesale","Small",1996,1.1275,0
62,46400,13,13,1,1,4,1,8,1,2,16,91749,0.91749,1.5e-7,,457,5,"Retail","Large",,1,"Male",7,"Wholesale","Large",1985,23.2,2
59,0,12,12,,1,,1,8,0,,,97774,0.97774,0,,458,3,"Retail","Large",,2,"Female",4,"Retail","Large",1996,0,2
70,6493,9,10,,1,,1,8,0,,,85650,0.8565,0,,459,5,"Retail","Large",,1,"Male",3,"Wholesale","Large",1994,3.2465,3
70,2893,12,12,,1,,1,8,0,,,82472,0.82472,0,,460,3,"Retail","Large",,2,"Female",3,"Wholesale","Large",1996,1.4465,2
75,7793,12,12,,4,,1,8,0,,,98286,0.98286,0,,461,3,"Wholesale","Large",,2,"Female",4,"Wholesale","Large",1996,3.8965,1
32,35360,16,16,4,5,2,1,8,1,2,750,115577,1.15577,1.5e-7,1,462,3,"Wholesale","Small",0,2,"Female",5,"Retail","Small",1988,17.68,2
78,10350,16,16,,4,,1,8,0,,,98743,0.98743,0,,465,4,"Retail","Large",,2,"Female",5,"Retail","Large",1988,5.175,1
48,13393,12,12,,1,,1,8,0,,,102947,1.02947,1.5e-7,,466,4,"Retail","Small",,1,"Male",6,"Wholesale","Small",1996,6.6965,0
46,22000,14,14,1,1,2,1,8,1,2,300,106498,1.06498,0,1,467,2,"Retail","Small",0,2,"Female",5,"Wholesale","Small",1986,11,1
82,13657,13,13,,4,,1,8,0,,,98743,0.98743,0,,469,3,"Retail","Large",,2,"Female",2,"Retail","Large",1985,6.8285,0
67,18797,6,6,1,1,10,1,8,1,2,42,104784,1.04784,1.5e-7,1,470,3,"Retail","Large",,1,"Male",7,"Wholesale","Large",1990,9.3985,1
53,550,12,12,,1,,1,8,0,,,101911,1.01911,0,,471,5,"Wholesale","Large",,2,"Female",3,"Wholesale","Large",1996,0.275,2
73,11804,12,12,,4,,1,8,0,,,100790,1.0079,0,,472,2,"Wholesale","Large",,2,"Female",2,"Wholesale","Large",1996,5.902,2
52,23500,13,13,3,7,2,1,8,1,2,1000,101911,1.01911,1.5e-7,2,473,1,"Wholesale","Large",1,2,"Female",1,"Wholesale","Large",1985,11.75,3
58,24000,12,12,1,1,12,1,8,1,2,42,82472,0.82472,1.5e-7,,474,,,"Large",,1,"Male",3,"Retail","Large",1996,12,0
46,3000,13,13,,1,,1,8,0,,42,92811,0.92811,0,,475,1,"Retail","Small",,2,"Female",4,"Retail","Small",1985,1.5,1
36,30200,12,12,1,5,9,1,8,1,2,1000,85299,0.85299,1.5e-7,,476,7,"Wholesale","Small",,1,"Male",4,"Retail","Small",1996,15.1,2
47,1,16,16,,1,,1,8,0,,,84329,0.84329,1.5e-7,,477,5,"Retail","Small",,1,"Male",6,"Wholesale","Small",1988,0.0005,3
33,35003,12,12,1,1,5,1,8,1,2,300,80202,0.80202,0,,478,5,"Retail","Small",,2,"Female",5,"Wholesale","Small",1996,17.5015,1
45,14680,12,12,1,1,9,1,8,1,4,42,84329,0.84329,1.5e-7,,479,7,"Wholesale","Small",,1,"Male",5,"Retail","Small",1996,7.34,2
46,9000,16,16,1,1,8,1,8,1,3,1000,84740,0.8474,0,,480,4,"Wholesale","Small",,2,"Female",1,"Retail","Small",1988,4.5,1
84,11113,13,13,,5,,1,8,0,,,80763,0.80763,0,,482,4,"Retail","Large",,2,"Female",3,"Wholesale","Large",1985,5.5565,2
84,6493,9,10,,4,,1,8,0,,,80763,0.80763,0,,483,5,"Retail","Large",,2,"Female",3,"Wholesale","Large",1994,3.2465,1
46,48000,12,12,1,1,10,1,8,1,2,1000,95195,0.95195,1.5e-7,,484,3,"Wholesale","Small",,1,"Male",6,"Wholesale","Small",1996,24,2
41,5000,12,12,1,1,4,1,8,1,2,42,91478,0.91478,0,,485,3,"Wholesale","Small",,2,"Female",1,"Retail","Small",1996,2.5,1
45,8437,7,8,,1,,1,8,0,,,95195,0.95195,0,,490,5,"Wholesale","Small",,1,"Male",6,"Wholesale","Small",1992,4.2185,1
51,1000,12,12,,1,,1,8,0,,10,93366,0.93366,0,,491,4,"Wholesale","Large",,2,"Female",5,"Wholesale","Large",1996,0.5,2
44,5316,9,10,,5,,1,8,0,,,91478,0.91478,0,,492,2,"Retail","Small",,2,"Female",3,"Wholesale","Small",1994,2.658,2
66,6193,12,12,,5,,1,8,0,,,107484,1.07484,0,,493,4,"Wholesale","Large",,2,"Female",2,"Retail","Large",1996,3.0965,2
72,9399,12,12,,4,,1,8,0,,,82472,0.82472,0,,494,4,"Wholesale","Large",,2,"Female",4,"Retail","Large",1996,4.6995,0
35,17000,12,12,1,7,12,1,8,1,2,16,106252,1.06252,1.5e-7,,495,,,"Small",,1,"Male",7,"Retail","Small",1996,8.5,1
30,2000,13,13,,7,,1,8,0,,16,97513,0.97513,0,,497,1,"Retail","Small",,2,"Female",2,"Retail","Small",1985,1,1
31,14970,16,16,1,1,12,1,8,1,,10,84451,0.84451,1.5e-7,,498,,,"Small",,1,"Male",7,"Retail","Small",1988,7.485,3
30,25050,14,14,1,1,3,1,8,1,2,42,83780,0.8378,0,,499,5,"Wholesale","Small",,2,"Female",5,"Retail","Small",1986,12.525,3
46,16000,9,10,6,1,9,1,8,1,5,10,92261,0.92261,0,,504,3,"Retail","Small",,1,"Male",5,"Wholesale","Small",1994,8,3
44,300,12,12,1,1,5,1,8,1,2,10,85022,0.85022,0,,505,5,"Retail","Small",,2,"Female",5,"Wholesale","Small",1996,0.15,3
58,7200,12,12,6,1,9,1,8,1,2,10,62832,0.62832,1.5e-7,,508,3,"Wholesale","Large",,1,"Male",5,"Wholesale","Large",1996,3.6,3
58,41000,12,12,2,1,1,1,8,1,2,1000,53358,0.53358,0,1,509,1,"Retail","Large",0,2,"Female",1,"Wholesale","Large",1996,20.5,0
33,5424,12,12,1,5,12,1,8,1,2,1000,64031,0.64031,0,1,510,,,"Small",,1,"Male",5,"Wholesale","Small",1996,2.712,0
48,8400,12,12,6,1,8,1,8,1,2,10,88578,0.88578,1.5e-7,,511,3,"Wholesale","Small",,2,"Female",5,"Wholesale","Small",1996,4.2,1
52,16205,12,12,1,1,12,1,8,1,2,10,95914,0.95914,0,,512,,,"Large",,1,"Male",3,"Retail","Large",1996,8.1025,1
52,17190,12,12,1,5,5,1,8,1,2,42,104433,1.04433,1.5e-7,,514,2,"Retail","Large",,2,"Female",3,"Wholesale","Large",1996,8.595,1
